Address,Municipality,classdesc,usedesc,saledate,saleprice
6224 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/14/2014, $1.00 
6222 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/3/1996, $1.00 
6410 HELEN ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/4/1994, $-   
6400 HELEN ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/25/1994, $1.00 
6301 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/3/2002, $1.00 
6303 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/13/2004, $1.00 
6374 HELEN ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/29/2004, $-   
6368 HELEN ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/23/2008, $1.00 
6366 HELEN ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/12/2011, $1.00 
6358 HELEN ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/27/2000, $1.00 
0 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,CONDOMINIUM COMMON PROPERTY,6/21/2010, $1.00 
4113 HIGH ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/7/2011, $1.00 
4121 HIGH ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/19/2012, $1.00 
6415 LIBRARY RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/26/1990, $1.00 
6512 CHURCH ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/2/2014, $-   
6514 CHURCH ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/5/2014, $-   
6382 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/12/1999, $1.00 
6346 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/1/2011, $1.00 
6390 PLEASANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/2/2009, $1.00 
4109 TERRACE AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/16/1990, $-   
4121 WOODLAND AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/24/1996, $1.00 
4107 HIGH ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/24/1994, $1.00 
4123 WOODLAND AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/18/2006, $-   
4119 WOODLAND AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/25/2012, $1.00 
4130 WOODLAND AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/27/2014, $1.00 
0 WOODLAND AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/16/2006, $1.00 
4127 TERRACE AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/24/2005, $1.00 
4125 TERRACE AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/29/2010, $-   
4136 TERRACE AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/3/1993, $1.00 
0 OVERHILL ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,12/5/2002, $1.00 
0 TERRACE AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/13/1992, $1.00 
3710 MEADOW LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/2/2015, $1.00 
0 STATION ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,10/19/2004, $1.00 
1212 STATION ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/6/2007, $1.00 
0 MEADOW LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,4/30/1999, $1.00 
3711 MEADOW LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/30/1999, $1.00 
3166 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,4/9/2014, $-   
3184 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,1/4/2000, $1.00 
3172 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,12/21/1988, $1.00 
3160 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,10/17/1989, $1.00 
3064 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,12/30/2009, $1.00 
3058 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,12/30/2009, $1.00 
1909 KIRKBY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,12/28/2012, $1.00 
3048 DARA DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,6/21/2005, $1.00 
3055 DARA DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,10/27/1994, $1.00 
1959 HERTFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/10/1988, $1.00 
1939 HERTFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/1/2011, $1.00 
1052 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/12/1998, $1.00 
1060 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/17/2003, $1.00 
1001 SOMERTON DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/15/2002, $1.00 
997 SOMERTON DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/21/2007, $1.00 
993 SOMERTON DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/8/2003, $1.00 
985 SOMERTON DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/22/2009, $1.00 
996 SOMERTON DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/7/2008, $1.00 
1048 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/7/2014, $1.00 
1045 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/2000, $1.00 
1313 ROYAL PARK BLVD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/15/2007, $1.00 
0 SNOWDEN RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,5/14/2002, $1.00 
3201 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,9/24/2013, $1.00 
1660 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/21/2006, $1.00 
1664 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/9/2008, $-   
1020 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/11/2014, $1.00 
1024 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/28/2014, $1.00 
1683 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/6/1986, $1.00 
1684 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/13/1987, $1.00 
1025 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/30/1993, $1.00 
3395 PINEY FORK RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/28/1995, $1.00 
3385 PINEY FORK RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/23/1991, $1.00 
3363 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/4/1996, $-   
3371 RIDGE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/2012, $1.00 
1601 SOUTHPINE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/27/2007, $1.00 
3408 MAPLE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/23/2015, $-   
3370 MAPLE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/17/2000, $1.00 
3350 MAPLE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/2/1996, $1.00 
3355 MAPLE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/5/1997, $1.00 
3409 MAPLE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/10/2008, $1.00 
1629 SOUTHPINE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/1/2001, $1.00 
1616 SOUTHPINE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/28/2013, $-   
1044 BARNSLEY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/13/2006, $1.00 
1644 SOUTHPINE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/29/1997, $1.00 
1633 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/16/1998, $1.00 
1616 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/28/1989, $1.00 
1656 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/4/2004, $1.00 
1649 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/18/2001, $1.00 
1641 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/10/2015, $1.00 
993 BIDEFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/20/2003, $1.00 
973 BIDEFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/3/1997, $1.00 
969 BIDEFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/19/2010, $1.00 
957 BIDEFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/25/2015, $1.00 
966 BIDEFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/26/2001, $1.00 
942 BIDEFORD DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/15/2010, $1.00 
0 SNOWDEN RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,11/10/2011, $1.00 
1550 CONNOR RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/18/1988, $1.00 
3428 MAPLE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/25/2013, $1.00 
1505 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/23/2010, $-   
1612 CONNOR RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/6/2008, $1.00 
1617 CONNOR DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/26/1994, $1.00 
1211 STATION ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/31/1998, $1.00 
3795 SNOWDEN RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/26/2005, $1.00 
0 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,3/27/1998, $1.00 
2998 BROWNSVILLE RD EXT SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/23/2003, $-   
3004 BROWNSVILLE RD EXT SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/23/1986, $-   
3020 BROWNSVILLE RD EXT SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/23/2012, $1.00 
3019 BROWNSVILLE RD EXT SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/15/1994, $1.00 
2280 HELENA ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/12/2001, $1.00 
2264 HELENA ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/27/2003, $1.00 
0 HELENA ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/27/2003, $1.00 
0 HELENA ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,1/29/2013, $1.00 
2266 HELENA ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/4/2010, $1.00 
2254 HELENA ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/12/1998, $1.00 
0 HELENA ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/27/2003, $1.00 
1191 MIKE REED DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/24/2003, $1.00 
1179 MIKE REED DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/27/2015, $1.00 
1171 MIKE REED DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/29/1986, $1.00 
1183 MIKE REED DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/1/2009, $1.00 
3101 PINEY FORK RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/4/2013, $1.00 
1811 RENEE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/24/2004, $1.00 
1815 CEDARIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/7/1989, $1.00 
3099 PINEY BLUFF RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/18/1993, $1.00 
3090 PINEY BLUFF RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/17/2009, $1.00 
3081 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/20/1988, $1.00 
3077 AMY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/18/2002, $1.00 
1797 CEDARIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/29/2015, $1.00 
1805 CEDARIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/3/1993, $1.00 
1807 CEDARIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/11/1991, $-   
1813 CEDARIDGE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/30/2014, $-   
1801 RENEE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/27/2013, $1.00 
1965 KIRKBY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,5/28/2003, $1.00 
1969 KIRKBY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,7/24/2001, $1.00 
1949 KIRKBY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,7/24/2001, $1.00 
1925 KIRKBY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TOWNHOUSE,2/6/2002, $1.00 
3090 BROWNSVILLE RD EXT SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/20/1993, $1.00 
0 BROWNSVILLE RD EXT SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/2/1993, $-   
0 BROWNSVILLE RD EXT SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/2/1993, $-   
0 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/2/1993, $1.00 
1268 ARMSTRONG DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/30/1993, $-   
1252 ARMSTRONG DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/24/1990, $1.00 
1240 ARMSTRONG DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/16/1998, $1.00 
1236 ARMSTRONG DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/2008, $-   
1216 ARMSTRONG DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/17/1987, $1.00 
1245 ARMSTRONG DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/2/2014, $1.00 
1101 TYHURST LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/26/1993, $1.00 
1135 MIKE REED DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/30/1986, $-   
1916 MICHREN CIR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/8/2006, $1.00 
1112 TYHURST LN SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/29/2014, $-   
3105 PINEY BLUFF RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/18/1989, $1.00 
3114 PINEY BLUFF RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/8/1992, $1.00 
3201 PINEY FORK RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/28/2000, $1.00 
3188 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/1/1997, $1.00 
3190 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/26/1995, $1.00 
3133 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/9/2001, $1.00 
3129 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/25/2012, $1.00 
3128 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/19/2012, $1.00 
3130 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/1994, $1.00 
3132 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/12/2005, $1.00 
3185 SHORTLEE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/21/1989, $1.00 
3187 SHORTLEE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/19/2013, $1.00 
3114 NORTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/28/2012, $1.00 
3118 NORTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/1/2013, $1.00 
3128 NORTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/2/2014, $-   
3125 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/30/2015, $-   
3117 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/20/1998, $1.00 
3115 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,4/24/2015, $1.00 
3113 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/2/2001, $1.00 
3109 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/7/2008, $1.00 
3106 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/27/1994, $1.00 
3114 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/14/1998, $1.00 
3118 SOUTHERN DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/11/2003, $1.00 
3113 JULIE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,6/22/1993, $1.00 
3111 JULIE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/3/2004, $1.00 
3102 JULIE DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/25/2002, $1.00 
3149 RIDGEWAY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/16/2001, $1.00 
3553 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/20/1990, $1.00 
1208 RADSTOCK RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/20/2002, $1.00 
1212 RADSTOCK RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/31/2004, $1.00 
1900 TRIPHAMMER RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/9/2010, $1.00 
2095 FAY ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,4/13/1999, $-   
1125 SODBURY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/24/1996, $1.00 
1133 SODBURY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/2/1986, $-   
3560 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/9/2004, $1.00 
3584 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/14/2006, $1.00 
3604 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/13/2004, $-   
3624 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/23/2013, $1.00 
3625 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,1/24/1994, $-   
3617 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/5/1990, $1.00 
3613 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/15/2014, $1.00 
3609 FALMOUTH DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/28/2007, $1.00 
1126 SODBURY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/30/2007, $1.00 
1118 SODBURY DR SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/29/1999, $1.00 
2800 KRAMER AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,9/6/2011, $1.00 
2801 KRAMER AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,10/7/2010, $1.00 
3905 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/27/2005, $1.00 
3909 BROWNSVILLE RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/2/2006, $1.00 
2810 KRAMER AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,11/8/2002, $1.00 
2804 KRAMER AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,8/3/1993, $1.00 
3825 GRANDVIEW AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,11/19/1997, $1.00 
2913 OVERHILL AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,8/24/1988, $1.00 
3813 GRANDVIEW AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/21/1998, $1.00 
225 GRANDVIEW AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,12/21/1998, $1.00 
3803 GRANDVIEW AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,12/5/2002, $1.00 
3804 GRANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/2/2005, $1.00 
3807 GRANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,9/21/2001, $1.00 
208 GRANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/9/2003, $1.00 
3811 GRANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/9/2003, $1.00 
205 GRANT ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,9/21/2001, $1.00 
2911 OVERHILL AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,3/19/2002, $-   
2900 OVERHILL AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,10/26/1993, $-   
2910 OVERHILL AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/17/2008, $1.00 
2909 OVERHILL AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,TWO FAMILY,9/17/1999, $1.00 
2907 OVERHILL AVE SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,5/14/2015, $1.00 
2899 OVERHILL ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,2/4/2010, $1.00 
2893 OVERHILL ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,3/20/2014, $1.00 
2908 HIGHLAND RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/14/1999, $1.00 
2910 HIGHLAND RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,7/7/1992, $1.00 
2917 HIGHLAND RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,10/8/2015, $1.00 
2909 HIGHLAND RD SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,SINGLE FAMILY,9/19/2006, $1.00 
