Address,Municipality,classdesc,usedesc,saledate,saleprice
913 COPSEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/23/1975,
6024 OAK PARK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/25/1985,
6018 OAK PARK DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/6/1969,
110 WOODLET LN BETHEL PARK PA 15102,Bethel Park  ,GOVERNMENT,OWNED BY BOARD OF EDUCATION,12/30/1960,
1035 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/4/1969,
1051 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/10/1973,
6168 KINGS SCHOOL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/24/1971,
6140 COLLIE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/31/1984,
1164 AIREDALE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/6/1973,
1170 AIREDALE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/28/1965,
1170 FOX TERRIER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/30/1985,
36 SETTER PL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/3/1968,
35 SETTER PL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/1/1979,
11 SETTER PL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/6/1971,
6129 DALMATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/24/1966,
6113 DALMATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/20/1971,
6091 DALMATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/19/1956,
6094 DALMATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/21/1981,
1235 FOX TERRIER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/1/1983,
6159 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/27/1984,
6116 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/16/1966,
6122 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/22/1966,
6134 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/11/1973,
6146 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/29/1982,
6180 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/16/1967,
6139 GREAT DANE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/15/1970,
6142 GREAT DANE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/26/1981,
6120 GREAT DANE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/14/1972,
6112 GREAT DANE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/22/1972,
0 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,9/16/1975,
1186 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/2/1974,
1202 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/17/1977,
1208 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/17/1973,
1222 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/3/1976,
1244 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/28/1970,
1254 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/24/1982,
967 HIGHFIELD RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/10/1976,
1015 HIGHFIELD RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/2/1976,
1021 HIGHFIELD RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/18/1985,
1026 HIGHFIELD RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/22/1975,
1187 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/5/1974,
1205 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/2/1985,
1265 TIDEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/19/1980,
227 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/8/1985,
0 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,9/16/1975,
336 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/29/1983,
329 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/19/1978,
331 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/7/1977,
335 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/16/1976,
339 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/22/1975,
341 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/6/1975,
343 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/25/1975,
345 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/22/1975,
483 LIMESTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/1/1982,
475 LIMESTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/9/1981,
731 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/31/1984,
677 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/3/1967,
708 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/3/1984,
30 WOODBRIDGE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/21/1976,
11 WOODBRIDGE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/25/1980,
212 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/17/1985,
190 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/27/1984,
162 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/30/1978,
150 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/12/1970,
142 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/9/1979,
187 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/23/1974,
701 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/7/1982,
741 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/29/1968,
721 TRALEE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/26/1973,
733 TRALEE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/30/1970,
738 GALWAY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/19/1970,
727 GALWAY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/18/1979,
6005 DUBLIN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/25/1977,
6015 DUBLIN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/10/1966,
6023 DUBLIN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/3/1960,
6033 DUBLIN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/6/1979,
5968 IRISHTOWN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/23/1969,
5944 IRISHTOWN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/26/1972,
5938 IRISHTOWN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/23/1983,
5959 LEPRECHAUN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/1/1966,
5971 LEPRECHAUN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/14/1975,
5989 LEPRECHAUN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/13/1963,
5978 LEPRECHAUN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/24/1985,
5972 LEPRECHAUN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/9/1978,
5966 LEPRECHAUN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/5/1971,
5941 DUBLIN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/27/1961,
5963 DUBLIN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/18/1978,
817 HERSHIRE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/27/1976,
458 LIMESTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/8/1980,
438 LIMESTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/1/1981,
434 LIMESTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/2/1980,
430 LIMESTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/20/1980,
459 LIMESTONE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/25/1981,
116 TOPAZ CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/1/1981,
128 TOPAZ CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/29/1985,
228 MICA CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/25/1983,
132 SLATEWOOD CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/23/1985,
0 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,8/28/1978,
805 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/11/1977,
799 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/27/1959,
789 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/20/1984,
771 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/11/1978,
780 TRALEE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/10/1971,
800 TRALEE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/21/1974,
101 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/14/1977,
0 THUNDERWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,11/8/1985,
0 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,UTILITIES,COMMERCIAL/UTILITY,2/19/1975,
776 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/10/1966,
792 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/29/1983,
777 GREENHAVEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/2/1985,
764 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/5/1985,
0 ROCKY RIDGE RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,10/3/1985,
0 ROCKY RIDGE RD BETHEL PARK PA 15102,Bethel Park  ,UTILITIES,COMMERCIAL/UTILITY,11/7/1984,
5982 IRISHTOWN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/10/1963,
6002 LEPRECHAUN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/5/1979,
841 HERSHIRE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/26/1981,
873 HERSHIRE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/5/1950,
885 HERSHIRE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/10/1971,
891 HERSHIRE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/8/1969,
850 HERSHIRE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/8/1979,
5017 VAN VOORHIS DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/5/1983,
0 HERSHIRE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,2/27/1967,
0 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,12/23/1983,
700 HAVENGATE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/13/1965,
830 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/28/1971,
809 GREENHAVEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/15/1985,
707 HAVENGATE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/24/1978,
792 GREENHAVEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/8/1965,
796 GREENHAVEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/16/1973,
808 GREENHAVEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/21/1973,
841 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/4/1978,
5002 VAN VOORHIS DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/30/1981,
875 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",4/23/1971,
915 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/5/1973,
921 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/18/1976,
6100 BRUSH RUN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/1/1982,
878 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/24/1967,
858 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/16/1971,
6110 BRUSH RUN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/19/1966,
943 TRILLIUM TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,TOWNHOUSE,11/14/1979,
941 TRILLIUM TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,TOWNHOUSE,2/13/1985,
929 TRILLIUM TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,TOWNHOUSE,3/11/1981,
925 TRILLIUM TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,TOWNHOUSE,8/20/1982,
932 TRILLIUM TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,TOWNHOUSE,5/11/1984,
473 LORLITA LN BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/11/1968,
469 LORLITA LN BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/30/1982,
453 LORLITA LN BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/20/1977,
488 LORLITA LN BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/1/1983,
480 LORLITA LN BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/26/1977,
472 LORLITA LN BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/20/1976,
468 LORLITA LN BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/7/1982,
660 MCMURRAY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/3/1964,
351 FRUITWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/2/1983,
607 FLAMEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,12/15/1975,
601 FLAMEWOOD DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/16/1975,
705 MCMURRAY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/29/1968,
507 DIABLO DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/8/1974,
516 DIABLO DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/30/1967,
500 DIABLO DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/14/1975,
693 MCMURRAY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,1/11/1973,
886 BOULDER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/15/1982,
898 BOULDER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/23/1985,
887 BOULDER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,3/15/1982,
200 MICA CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/12/1982,
0 MCMURRAY RD BETHEL PARK PA 15102,Bethel Park  ,UTILITIES,COMMERCIAL/UTILITY,2/22/1975,
756 MCMURRAY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/10/1956,
6174 DALMATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/27/1967,
6193 DALMATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/16/1960,
6187 DALMATION DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/19/1984,
6151 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/24/1965,
6136 MURRAY AVE BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/19/1974,
0 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,UTILITIES,COMMERCIAL/UTILITY,4/1/1964,
6220 LIBRARY RD BETHEL PARK PA 15102,Bethel Park  ,COMMERCIAL,COMMERCIAL GARAGE,1/18/1984,
0 TIMBERIDGE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,COMMON AREA,1/11/1985,
0 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,8/12/1976,
1263 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/17/1976,
1259 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/18/1956,
0 BROAD ST SOUTH PARK PA 15129,South Park  ,RESIDENTIAL,VACANT LAND,2/26/1983,
0 R OF W  SOUTH PARK PA 15129,South Park  ,GOVERNMENT,COUNTY GOVERNMENT,6/26/1967,
0 IRISHTOWN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,10/19/1967,
969 MAPLE SPRING RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/2/1971,
6191 COLLIE DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/13/1967,
1115 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/5/1984,
1121 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/27/1969,
1145 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/11/1974,
1171 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/4/1955,
1181 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/3/1966,
1160 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/16/1968,
0 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,6/15/1959,
0 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,VACANT LAND,10/26/1950,
0 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,GOVERNMENT,MUNICIPAL GOVERNMENT,1/18/1964,
1231 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/22/1977,
1227 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/23/1984,
1223 CLIFTON RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/21/1955,
1210 COCKER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/21/1975,
1222 COCKER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/27/1975,
1226 COCKER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,10/3/1985,
6189 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/9/1967,
6192 BOXER DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/11/1978,
1105 RIAL DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/22/1984,
1106 RIAL DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,7/7/1981,
1005 HAMLIN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,6/30/1978,
1114 BRAUN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,11/21/1952,
6316 BETSY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/23/1977,
1146 COUNTRY RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,11/16/1979,
1307 BUCKSKIN TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,2/5/1979,
1311 BUCKSKIN TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,12/21/1978,
1313 BUCKSKIN TRL BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,9/22/1983,
1404 MAGNOLIA CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,8/2/1985,
1409 MAGNOLIA CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,9/6/1979,
1614 CALICO CT BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,8/10/1984,
1139 BRAUN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,2/28/1968,
1328 QUAIL RUN CIR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,CONDOMINIUM,12/3/1984,
1170 BRAUN RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/25/1967,
6315 BETSY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,8/31/1984,
6321 BETSY DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/29/1981,
6479 CHURCHILL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/12/1969,
6457 CHURCHILL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,4/27/1962,
0 CHURCHILL RD BETHEL PARK PA 15102,Bethel Park  ,UTILITIES,COMMERCIAL/UTILITY,6/23/1927,
6456 CHURCHILL RD BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,9/8/1960,
6334 MITCH HAVEN DR BETHEL PARK PA 15102,Bethel Park  ,RESIDENTIAL,SINGLE FAMILY,5/7/1974,
